beta,gamma
0.092796,0.004312
0.234060,0.051761
0.079927,0.008738
0.498280,0.139412
0.181228,0.050528
0.105813,0.020449
0.370994,0.076589
1.014119,0.239050
1.295183,0.138101
0.255510,0.039444
0.062697,0.025384
0.628749,0.036407
0.266371,0.011937
0.109100,0.046879
0.523533,0.003282
0.141612,0.034537
0.304202,0.032444
0.194437,0.068274
0.161084,0.042887
0.124069,0.065689
0.583344,0.004455
0.232761,0.149412
0.381856,0.006857
0.086752,0.006720
0.057803,0.016728
0.145344,0.004847
0.169665,0.004417
0.165358,0.035116
0.119133,0.067229
0.779234,0.059081
0.051557,0.015969
0.495975,0.009898
0.124969,0.037896
0.772159,0.217749
0.051800,0.007666
0.412503,0.005972
0.094042,0.014851
0.113542,0.005945
0.100272,0.024524
0.259527,0.021549
0.089571,0.008537
0.248655,0.010527
0.778465,0.009960
0.217392,0.009230
0.158713,0.003875
0.105066,0.030310
0.110640,0.005639
0.205557,0.014520
0.464525,0.019128
0.151130,0.028082
0.117638,0.007583
0.530950,0.004102
0.134465,0.017189
0.064879,0.009253
0.581553,0.282401
0.275658,0.010764
0.156313,0.106388
0.066982,0.005368
0.303509,0.099441
0.303326,0.031662
0.281186,0.041154
0.219651,0.009220
0.163194,0.005975
0.360149,0.121905
0.123786,0.042893
0.449107,0.077459
0.172402,0.086971
0.140260,0.004907
0.274643,0.120272
0.081265,0.018485
0.079807,0.011397
0.174696,0.039992
0.301349,0.011719
0.413610,0.194914
0.167475,0.100562
0.072402,0.027907
0.280375,0.081005
0.282462,0.004268
0.073691,0.009274
0.069727,0.020412
0.414714,0.181306
0.603830,0.345078
0.211194,0.034023
0.115420,0.058688
0.118158,0.042523
0.565092,0.140486
0.176176,0.003721
0.125107,0.036236
0.120902,0.021786
0.099925,0.027659
0.176275,0.003894
0.220000,0.043090
0.164605,0.012185
0.727960,0.136420
0.242434,0.162069
0.264466,0.003407
0.295719,0.117001
0.525004,0.040922
0.088644,0.044744
0.168623,0.029066
0.327784,0.004014
0.095726,0.003987
0.244971,0.028973
0.140999,0.088802
0.142185,0.015046
0.187543,0.057323
0.331231,0.069643
0.144527,0.012117
0.433120,0.049009
0.093821,0.026173
0.119647,0.006572
0.056641,0.006614
0.315195,0.027749
0.331267,0.018287
0.613657,0.008445
0.104632,0.051361
0.860530,0.014828
0.212465,0.016035
0.241613,0.015669
0.655461,0.314618
0.399769,0.003621
0.125443,0.004251
0.207414,0.011690
0.170992,0.003557
0.208211,0.092583
0.241594,0.011806
0.088487,0.008463
0.081843,0.004484
0.123304,0.006406
0.184335,0.045164
0.226207,0.155291
0.109878,0.004801
0.314476,0.049357
0.124911,0.031407
0.330959,0.069733
0.594323,0.295267
0.084279,0.027256
0.331447,0.004085
0.331725,0.004560
0.161882,0.024780
0.345221,0.023379
0.430149,0.007939
0.198743,0.010781
0.374642,0.042865
0.330200,0.018577
0.095357,0.031683
0.200573,0.045157
1.039895,0.118665
0.119124,0.011477
0.434454,0.177535
0.185365,0.007597
0.230959,0.011483
0.524675,0.008655
0.155606,0.101408
0.085812,0.004961
0.921348,0.018846
0.335981,0.005424
0.081924,0.008971
0.134540,0.052446
0.135518,0.066197
0.778907,0.031205
0.076535,0.016318
0.404103,0.009335
0.148868,0.003444
0.314537,0.143649
0.172852,0.093780
0.175505,0.088899
0.344210,0.222616
0.059538,0.021319
0.600271,0.018340
0.188653,0.006746
0.077540,0.005093
0.065701,0.008811
0.060133,0.012033
0.161457,0.016562
0.283022,0.094373
0.246683,0.018089
0.075343,0.005414
0.053295,0.019745
0.635225,0.125664
0.127384,0.029122
0.411909,0.042093
0.089049,0.032914
0.167767,0.032375
0.101726,0.007610
0.098094,0.036966
0.187267,0.085181
0.332231,0.027874
0.210387,0.018516
0.571045,0.020482
0.442818,0.099866
0.802432,0.011060
0.121165,0.022880
0.078841,0.022110
0.343814,0.064048
0.068626,0.006327
0.113243,0.053227
0.236252,0.015998
0.500107,0.313590
0.054574,0.011595
0.604871,0.400589
0.351818,0.178489
0.387202,0.179927
0.160388,0.021882
0.303701,0.017339
0.118286,0.045748
0.473936,0.004008
0.383453,0.171123
0.155638,0.011494
0.171732,0.028022
0.416328,0.034657
0.142444,0.055041
0.207028,0.014723
0.182197,0.042179
0.209286,0.115487
0.280706,0.025209
0.093201,0.023545
0.076807,0.024349
0.422275,0.139015
0.243610,0.004150
0.058164,0.026917
0.190833,0.118656
0.250865,0.004825
0.183092,0.099732
0.204655,0.003780
0.419165,0.046283
0.087922,0.008163
0.170793,0.008867
0.236033,0.131407
0.740871,0.009961
0.190445,0.012786
0.082009,0.004895
0.393810,0.020673
0.817999,0.029311
0.093422,0.043431
0.097557,0.009810
0.249986,0.146235
0.417399,0.054631
0.501635,0.046151
0.400017,0.024909
0.290409,0.173403
0.361683,0.242184
0.315307,0.199771
0.226185,0.015606
0.165111,0.018694
0.169708,0.003845
0.507329,0.111431
0.675006,0.006305
0.094973,0.030063
0.077558,0.040926
0.127191,0.066122
0.829909,0.052131
0.249728,0.010904
0.087245,0.023094
0.309916,0.013198
0.823538,0.009855
0.307174,0.059264
0.246195,0.056447
0.242718,0.009562
0.211711,0.107478
0.255191,0.005834
0.171196,0.038670
0.332168,0.008246
0.217706,0.012134
0.177115,0.091779
0.189406,0.020522
0.175184,0.013609
0.148341,0.021299
0.555926,0.012422
0.227124,0.098201
0.128743,0.057425
0.290372,0.024720
0.079228,0.012079
0.056002,0.019206
0.077667,0.004434
0.194427,0.103823
0.174621,0.006859
0.044928,0.015132
0.121042,0.054904
0.649251,0.068874
0.750062,0.118877
0.173067,0.010665
0.053860,0.007302
0.172464,0.021225
0.280403,0.010446
0.244776,0.053307
0.082578,0.004535
0.416223,0.008009
0.086290,0.022336
0.357907,0.224916
0.274782,0.104783
0.045394,0.008033
0.204649,0.012263
0.132046,0.063322
0.321031,0.085439
0.415697,0.016239
0.223378,0.078726
0.235404,0.054167
0.221258,0.071245
0.564614,0.311602
0.149611,0.005484
0.158664,0.022228
1.168190,0.760276
0.074925,0.005004
0.439567,0.027543
0.305876,0.086139
0.135746,0.012037
0.128778,0.016442
0.301168,0.176026
0.102888,0.060283
0.113143,0.029306
0.609517,0.040920
0.186096,0.047820
0.057311,0.008377
0.147146,0.063774
0.050114,0.019752
0.126951,0.004835
0.201611,0.010291
0.542917,0.135482
0.205877,0.006023
0.238357,0.022930
0.095315,0.011410
0.305197,0.005601
0.073479,0.004624
0.133527,0.045864
0.610866,0.060423
0.298319,0.009238
1.655718,0.004819
0.118662,0.037490
0.229770,0.091641
0.250204,0.011497
0.080324,0.010197
0.296030,0.117921
0.215366,0.009112
0.086558,0.041668
0.728851,0.138896
0.437806,0.074107
0.049496,0.012729
0.425622,0.012147
0.503877,0.004827
0.115064,0.038163
0.079772,0.008294
0.331756,0.052332
0.230732,0.015501
0.404998,0.003562
0.235508,0.008486
0.178520,0.031164
0.114274,0.003807
0.202098,0.035462
0.057868,0.023877
0.109752,0.013617
0.101009,0.004227
0.224704,0.050842
0.595537,0.004814
0.137858,0.036734
0.326701,0.067808
0.056504,0.006299
0.380556,0.003619
0.376247,0.035319
0.246617,0.047469
0.107716,0.030545
0.418314,0.013646
0.324827,0.004298
0.104177,0.056897
0.056843,0.029367
0.088204,0.012389
0.205479,0.003882
0.290679,0.010304
0.050919,0.006279
0.175384,0.062211
0.094013,0.030128
0.086480,0.022353
0.304919,0.004954
0.143624,0.009580
0.116938,0.042934
0.289898,0.027077
0.899627,0.323093
0.222626,0.003565
0.134755,0.006030
0.123603,0.032946
0.205866,0.015449
0.398990,0.106847
0.573475,0.014835
0.203329,0.003539
0.199172,0.020881
0.327414,0.034931
0.292750,0.011261
0.310900,0.029070
0.134026,0.057763
0.388255,0.135164
1.214547,0.170130
0.259730,0.036721
0.065209,0.010406
0.267181,0.004333
0.481933,0.166610
0.117793,0.014275
0.268164,0.012984
0.123721,0.013565
0.091767,0.008476
0.181530,0.006247
0.097971,0.051883
0.205045,0.032163
0.266928,0.006762
0.109845,0.043719
0.413125,0.005292
0.103371,0.005850
0.530507,0.128529
0.144931,0.050076
0.161060,0.003645
0.325864,0.071269
0.105133,0.016450
0.056318,0.026391
0.162031,0.013363
0.251288,0.009096
0.226125,0.104791
0.239445,0.004891
1.011641,0.055984
0.261009,0.129742
0.210170,0.033169
0.075411,0.014664
0.094819,0.047967
0.277315,0.011854
0.240898,0.033236
0.082818,0.027299
0.235936,0.097480
0.519800,0.009949
0.191740,0.010136
0.116227,0.053233
0.297110,0.089625
0.693608,0.009545
0.634031,0.313508
0.340721,0.007683
0.287163,0.136710
0.218913,0.058570
0.131907,0.010111
0.480538,0.273576
0.444652,0.012959
0.243349,0.040841
0.112955,0.004721
0.390252,0.011415
0.159188,0.036924
0.108827,0.015828
0.497125,0.005357
0.130341,0.021325
0.631755,0.017491
0.104149,0.006779
0.484098,0.264227
0.257612,0.165461
0.473843,0.010777
0.343158,0.023870
0.456681,0.037503
0.216893,0.026814
0.234140,0.004014
0.127657,0.033072
0.321191,0.011004
0.358097,0.033577
0.471557,0.291822
0.072919,0.016193
0.705841,0.051812
0.219061,0.017951
0.295311,0.007643
0.065946,0.020969
0.788041,0.395346
0.103497,0.031726
0.107678,0.007905
0.222335,0.022775
0.318411,0.005399
0.216040,0.037607
0.109485,0.007886
0.327682,0.012600
0.242374,0.018031
0.121692,0.004025
0.422024,0.105711
0.154709,0.045764
0.449933,0.023578
0.513149,0.009673
0.531295,0.005000
0.153229,0.007519
0.162161,0.043155
0.568569,0.091202
0.469684,0.003342
0.175860,0.022182
0.103543,0.015988
0.256520,0.037955
0.313609,0.183023
0.518000,0.038360
0.215078,0.023859
0.270656,0.021422
0.116860,0.017511
0.130446,0.004287
0.205578,0.019894
0.433925,0.061141
0.299370,0.031146
0.333056,0.006796
0.296298,0.008679
0.409163,0.004461
0.125543,0.034159
0.134222,0.018019
0.142231,0.011523
0.223672,0.006238
0.224891,0.099176
0.054260,0.006748
0.420259,0.073118
0.270101,0.050018
0.214051,0.003298
0.490789,0.190181
0.224016,0.009860
0.378752,0.013281
0.123981,0.043992
0.147064,0.007706
0.077207,0.006281
0.593578,0.005369
0.447220,0.018209
0.167665,0.004133
0.442399,0.017730
0.080932,0.004948
0.234508,0.026902
0.083232,0.018970
0.174943,0.030029
0.270437,0.052065
0.491269,0.015256
0.785065,0.003462
0.088059,0.020666
0.179081,0.020422
0.527448,0.015891
0.097924,0.016702
0.127913,0.012170
0.271349,0.055855
0.501110,0.252657
0.087143,0.041235
0.218984,0.007994
0.204936,0.016273
0.213264,0.008274
0.155681,0.007596
0.279092,0.040051
0.174347,0.087679
0.068565,0.005515
0.389314,0.029604
0.178560,0.023108
0.138058,0.037588
0.285584,0.034644
0.343599,0.176857
0.173778,0.004323
0.848744,0.010033
0.160689,0.003671
0.241745,0.005989
0.865917,0.072533
0.056251,0.015405
0.269955,0.004854
0.222706,0.006017
0.115657,0.013058
0.212337,0.022666
0.105496,0.012078
0.314062,0.015798
0.138438,0.018473
0.716107,0.006011
0.296117,0.050699
0.237183,0.004867
0.236708,0.004037
0.053253,0.008883
0.259586,0.165565
0.107689,0.006811
0.168995,0.015752
0.839402,0.306910
0.203535,0.008296
0.365444,0.019711
0.182923,0.064580
0.809976,0.112870
0.543078,0.026660
0.446682,0.009430
0.175726,0.033336
0.184054,0.117421
0.137765,0.019045
0.409284,0.189366
0.268585,0.038879
0.229832,0.003424
0.388734,0.004116
0.123875,0.021067
0.848732,0.159006
0.138955,0.003926
0.726617,0.082775
0.067609,0.005124
0.057045,0.024899
0.357171,0.067280
0.333666,0.032467
0.135155,0.032612
0.147162,0.089666
0.207238,0.033329
0.173669,0.007379
0.065074,0.006161
0.536863,0.040736
0.147217,0.044836
0.049466,0.016014
0.353615,0.064591
0.167121,0.046246
0.322265,0.173352
0.234030,0.015007
0.131806,0.062064
0.419041,0.133209
0.146636,0.009916
0.253217,0.015949
0.185761,0.070093
0.203181,0.123974
0.212652,0.008402
0.121567,0.066070
0.479737,0.013302
0.552730,0.028098
0.922942,0.218710
0.075485,0.040393
0.339838,0.123387
0.085215,0.022675
0.073647,0.038511
0.442088,0.003788
0.538045,0.142413
0.632302,0.011161
0.197764,0.010270
0.213714,0.022951
0.114270,0.004891
0.219704,0.008394
0.079075,0.033771
0.108886,0.058355
0.262722,0.014120
0.501428,0.113622
0.189952,0.004852
0.387974,0.025426
0.652965,0.200646
0.332722,0.054057
0.842342,0.016291
0.163063,0.012548
0.059026,0.011192
0.287901,0.024584
0.149056,0.035405
0.595028,0.080096
0.213058,0.009628
0.280023,0.115483
0.189418,0.082566
0.402007,0.029764
0.192535,0.041052
0.203657,0.007497
0.115238,0.019078
0.436543,0.047489
0.352171,0.061436
0.262411,0.020741
0.989304,0.469175
0.062640,0.009476
0.538962,0.017974
0.721018,0.014487
0.222757,0.004707
0.239497,0.008717
0.240417,0.006277
0.091141,0.055321
0.284353,0.081508
0.580307,0.033788
0.372185,0.020982
0.104573,0.003777
0.055206,0.012870
0.263645,0.040419
0.284904,0.054145
0.293389,0.009809
0.356138,0.011704
0.391511,0.123428
0.212368,0.081517
0.444843,0.003457
0.251972,0.039831
0.174505,0.066666
0.392894,0.047811
0.515624,0.204264
0.758632,0.068320
0.211949,0.003711
0.451166,0.033352
0.103502,0.005390
0.179927,0.016131
0.253443,0.101464
0.713705,0.143668
0.170015,0.029616
0.275949,0.114892
0.335719,0.006386
0.777549,0.236309
0.115451,0.011991
0.633208,0.003934
0.402642,0.014832
0.215774,0.050292
0.134162,0.004180
0.081159,0.010739
0.234351,0.006919
0.061287,0.030609
0.159591,0.004506
0.726266,0.055454
0.178932,0.004200
0.110846,0.003915
0.236020,0.131681
0.331617,0.017985
0.165007,0.003570
0.102016,0.012900
0.753061,0.351537
0.570386,0.003666
0.224063,0.103064
0.073886,0.031640
0.158369,0.007482
0.319942,0.018744
0.150348,0.016872
0.366389,0.059872
0.156274,0.008602
0.373425,0.004965
0.233963,0.015518
0.069088,0.011452
0.261976,0.040273
0.276156,0.020445
0.208133,0.094824
0.154347,0.023273
1.057077,0.085998
0.399181,0.012173
0.282643,0.007722
0.156155,0.004894
0.904787,0.029815
0.789130,0.003504
0.173572,0.046019
0.226640,0.022560
0.158637,0.038940
0.355521,0.187963
0.046622,0.012934
0.352465,0.003689
0.365840,0.020335
0.059306,0.017512
0.110961,0.017925
0.248546,0.007780
0.273653,0.005606
0.569956,0.032506
0.803293,0.007204
0.376394,0.062957
0.140967,0.007827
0.311367,0.139140
0.153553,0.005777
0.491221,0.005700
0.486684,0.024230
0.314473,0.107905
0.392914,0.209601
0.127021,0.007361
0.296184,0.004670
0.087034,0.041681
0.380109,0.023116
0.309911,0.116878
0.146004,0.007276
0.622917,0.194391
0.238654,0.060539
0.069028,0.008165
0.121144,0.045777
0.521963,0.073145
0.279182,0.003521
0.638734,0.003854
0.137657,0.020392
0.203591,0.102268
0.112575,0.015393
0.108216,0.021662
0.129377,0.030714
0.346527,0.009179
0.372075,0.008984
0.052879,0.026626
0.527479,0.014856
0.203573,0.027680
0.544082,0.029050
0.072655,0.006884
0.939446,0.262263
0.090937,0.006953
0.154604,0.012974
0.346345,0.009203
0.283751,0.031844
0.067228,0.016543
0.381265,0.003316
0.316865,0.004189
0.348575,0.097026
0.257476,0.022865
0.097391,0.006638
0.534929,0.007926
0.293328,0.108047
0.524587,0.028394
0.737753,0.430515
0.878682,0.055981
0.382332,0.155486
0.963189,0.193761
0.245591,0.126435
0.390778,0.201297
0.043654,0.020154
0.581420,0.004947
0.495382,0.115111
0.077037,0.006345
0.348950,0.098241
0.226412,0.018181
0.377028,0.004930
0.078218,0.040504
0.465495,0.024287
0.206780,0.006474
0.209051,0.074058
0.087266,0.021540
0.426876,0.165833
0.069778,0.005599
0.236655,0.004782
0.140366,0.053509
0.608161,0.005563
0.749408,0.015216
0.386546,0.003649
0.473302,0.322530
0.199916,0.097067
0.162616,0.064664
0.579350,0.138552
0.269053,0.007451
0.156578,0.071027
0.075304,0.027668
0.206753,0.103172
1.010403,0.039058
0.476721,0.086575
0.209985,0.009220
0.054505,0.005825
0.089790,0.004781
0.188531,0.051242
0.149622,0.016864
0.308116,0.007651
0.215822,0.068910
0.221091,0.119841
0.260110,0.076802
0.251204,0.019520
0.174254,0.066229
0.394688,0.015424
0.143556,0.023417
0.140575,0.010316
0.236056,0.021572
0.071702,0.012158
0.111996,0.059440
0.118172,0.004445
0.040062,0.012679
0.155841,0.022539
0.085337,0.007444
0.374824,0.032914
0.056438,0.013397
0.137425,0.008280
0.256532,0.043876
0.508103,0.006773
0.254149,0.024455
0.448314,0.023077
0.244558,0.009000
0.320666,0.004701
0.291003,0.005066
0.049039,0.019186
0.343235,0.006788
0.134579,0.005176
0.404672,0.022234
0.560345,0.017115
0.336662,0.015469
0.206421,0.106290
0.244323,0.018242
0.120117,0.005133
0.075867,0.026694
0.270429,0.005035
0.486487,0.164444
0.298962,0.020548
0.355393,0.003665
0.055800,0.016451
0.143720,0.077850
0.245284,0.008947
0.203573,0.095160
0.199094,0.011047
0.300928,0.082083
0.100347,0.013003
0.300311,0.146966
0.130341,0.019608
0.235403,0.007571
0.510279,0.039115
0.236404,0.101302
0.227509,0.010314
0.189816,0.074792
1.534216,0.957011
0.525700,0.174816
0.266643,0.126139
0.053978,0.013191
0.108489,0.027030
0.265066,0.005639
0.583495,0.346285
0.101943,0.031387
0.283056,0.108696
0.396807,0.045161
0.250038,0.006932
0.371590,0.019328
0.132839,0.013846
0.047553,0.008173
0.763120,0.011975
1.444999,0.409716
0.230337,0.012284
0.078867,0.008473
0.127609,0.010591
0.096891,0.004208
0.112712,0.022205
0.390995,0.067077
0.152785,0.007969
0.257308,0.004722
0.046545,0.010019
0.276601,0.113136
0.309834,0.013037
0.099320,0.017221
0.250583,0.076909
0.108522,0.012767
0.484099,0.266623
0.607556,0.009861
0.110612,0.018716
0.131696,0.009203
0.156062,0.003844
0.319733,0.007228
0.050956,0.020201
0.750601,0.206090
0.294498,0.003343
0.211494,0.049488
0.402755,0.016637
0.437776,0.029406
0.213259,0.056477
0.328038,0.019370
0.209221,0.129180
0.248518,0.034054
0.247808,0.024366
0.070978,0.027395
0.223779,0.114521
0.470987,0.043021
0.082150,0.016047
0.115877,0.037136
0.079060,0.032324
0.735598,0.008587
0.130844,0.007510
0.863611,0.027247
0.152849,0.069240
0.175019,0.007678
0.078196,0.018403
0.162465,0.048920
0.155971,0.097254
0.303713,0.101698
0.362735,0.056402
0.153267,0.012084
0.181465,0.071511
0.241763,0.117000
1.003794,0.007743
0.110108,0.005684
0.161602,0.028547
0.088653,0.011671
0.338994,0.176662
0.111700,0.005905
0.253164,0.067585
0.275061,0.169077
0.291459,0.171970
0.290424,0.096443
0.326078,0.037759
0.077192,0.041627
0.250682,0.007507
0.323029,0.004509
0.181957,0.005572
0.354005,0.013804
0.393121,0.004233
0.262143,0.005935
0.443821,0.087614
0.247911,0.059314
0.177896,0.019668
0.987411,0.006843
0.251619,0.004407
0.292196,0.013633
0.254779,0.006011
0.351671,0.214250
0.557420,0.027807
0.204167,0.005465
0.573364,0.254051
0.072990,0.014498
0.108585,0.010035
0.411197,0.008871
0.437738,0.037822
0.532493,0.299621
0.794500,0.020600
0.536724,0.111524
0.291408,0.007796
0.081690,0.041086
0.181443,0.031590
0.089246,0.008150
0.567122,0.010037
0.332087,0.216561
0.095658,0.003855
0.471915,0.008868
0.155258,0.026786
0.307606,0.046614
0.375805,0.012543
0.078414,0.013743
0.069595,0.006070
0.281672,0.015083
0.069810,0.011752
0.070355,0.020904
0.683006,0.008550
0.280378,0.005384
0.273319,0.145942
0.692921,0.015614
0.486178,0.083554
0.967850,0.010213
0.814887,0.006037
0.443078,0.009332
0.098637,0.013857
0.338653,0.005119
0.253019,0.006397
0.343763,0.009427
0.461347,0.007345
0.298199,0.173538
0.068775,0.010145
0.228004,0.009950
0.500005,0.109108
0.148015,0.059922
0.529394,0.023470
0.190227,0.014774
0.591654,0.046889
0.202985,0.014404
0.527981,0.008261
0.148551,0.017640
0.221806,0.003764
0.149695,0.009149
0.080625,0.012062
0.154447,0.081127
0.150856,0.006198
0.114320,0.030671
0.128299,0.007958
0.119620,0.036812
0.174059,0.008516
0.056469,0.007876
0.063377,0.007916
0.168525,0.032434
0.546187,0.134943
0.152982,0.047778
0.073787,0.007630
0.242280,0.026106
0.257161,0.009174
0.755137,0.410928
1.271030,0.022835
0.432181,0.055114
0.612629,0.013830
0.167324,0.073125
0.179973,0.009870
0.449091,0.008944
0.790657,0.475072
0.394981,0.010956
0.105778,0.009746
0.188781,0.057417
0.305046,0.098759
0.521377,0.105842
0.108825,0.004269
0.127004,0.009849
0.145328,0.003709
0.336879,0.005837
0.369924,0.025479
0.195230,0.005012
0.073221,0.031970
0.337795,0.034241
0.112749,0.009739
0.322022,0.006649
0.072424,0.014685
0.617963,0.012004
0.505477,0.013760
0.046945,0.014204
0.227659,0.039319
0.555440,0.005498
0.068278,0.024199
0.077534,0.015985
0.603622,0.005159
0.329510,0.020078
0.251547,0.061060
0.477241,0.101899
0.568356,0.020861
0.619134,0.118479
0.537573,0.074872
0.274483,0.068656
0.178500,0.101026
0.189847,0.060712
